"","COUNTY","TRACT","BLKGRP","SUM_POP100","SUM_HU100","SUM_TotPop","SUM_HispPo","SUM_NonHis","SUM_NHOneR","SUM_NH_Whi","SUM_NH_Bla","SUM_NH_AmI","SUM_NH_Asi","SUM_NH_Haw","SUM_NH_Oth","SUM_NH_2or","SUM_VAP_To","SUM_VAP_Hi","SUM_VAP_No","SUM_VAP_NH","SUM_VAP__1","SUM_VAP__2","SUM_VAP__3","SUM_VAP__4","SUM_VAP_Ha","SUM_VAP__5","SUM_VAP__6","SUM_TotHou","SUM_OccHU","SUM_Vacant","Shapearea","Median_HHI","Median_House_Value","Only_English","Only_Spanish","Other_Languages","Percent_Only_English","Percent_Only_Spanish","Percent_Other_Languages","No_HS","HS_Graduate","Some_College","BS_and_Higher","Percent_No_HS","Percent_HS_Graduate","Percent_Some_College","Percent_BS_and_Higher","Vac_Rate"
"432300-2",201,432300,2,1089,626,1089,446,643,620,176,345,4,90,2,3,23,893,332,561,540,173,284,2,78,2,1,21,626,594,32,1302195.070698,25424,NA,501,382,106,50.65723,38.624874,10.717897,89,139,218,246,12.861272,20.086705,31.50289,35.549133,5.11182108626198
"432300-3",201,432300,3,2174,1102,2174,904,1270,1227,192,937,15,77,0,6,43,1615,631,984,964,171,712,15,63,0,3,20,1102,977,125,1881357.254581,42188,NA,1270,597,203,61.352657,28.84058,9.806763,205,184,760,185,15.367316,13.793103,56.971514,13.868066,11.3430127041742
"432300-4",201,432300,4,1393,910,1393,377,1016,993,309,429,6,240,3,6,23,1134,273,861,845,285,347,3,203,3,4,16,910,715,195,12365154.983722,77850,326000,403,40,241,58.918129,5.847953,35.233918,31,39,165,401,4.874214,6.132075,25.943396,63.050314,21.4285714285714
"432400-1",201,432400,1,1408,914,1408,473,935,909,298,404,4,197,0,6,26,1153,362,791,772,272,322,1,174,0,3,19,914,766,148,4156463.072644,42946,46200,584,736,204,38.32021,48.293963,13.385827,154,312,491,233,12.941176,26.218487,41.260504,19.579832,16.1925601750547
"432400-2",201,432400,2,2124,1208,2124,874,1250,1204,205,885,1,103,0,10,46,1630,617,1013,976,181,695,1,93,0,6,37,1208,1049,159,11971155.408374,37303,NA,871,725,71,52.24955,43.491302,4.259148,95,484,292,231,8.62069,43.920145,26.497278,20.961887,13.1622516556291
"432400-3",201,432400,3,2016,1111,2016,777,1239,1192,437,632,2,112,0,9,47,1572,559,1013,982,373,500,1,99,0,9,31,1111,995,116,3696860.964904,38537,98900,1069,358,396,58.639605,19.637959,21.722436,92,333,393,237,8.720379,31.563981,37.251185,22.464455,10.4410441044104
"432500-1",201,432500,1,1803,938,1803,1068,735,725,217,461,2,41,0,4,10,1332,732,600,593,195,359,1,36,0,2,7,938,757,181,8136712.494804,33161,257100,622,830,71,40.840446,54.497702,4.661852,361,380,322,113,30.697279,32.312925,27.380952,9.608844,19.2963752665245
"432500-2",201,432500,2,1953,893,1953,1135,818,796,289,400,2,99,0,6,22,1430,770,660,646,257,305,1,80,0,3,14,893,789,104,5179236.106347,40694,77800,595,1481,145,26.789734,66.681675,6.528591,443,398,523,419,24.845766,22.321929,29.332586,23.49972,11.6461366181411
"432500-3",201,432500,3,1773,816,1773,701,1072,1034,549,366,0,107,0,12,38,1311,478,833,811,443,274,0,86,0,8,22,816,730,86,4797944.348442,31679,113800,1022,175,213,72.48227,12.411348,15.106383,117,172,319,407,11.527094,16.945813,31.428571,40.098522,10.5392156862745
"432600-1",201,432600,1,702,292,702,76,626,622,572,10,4,35,1,0,4,552,52,500,497,457,8,4,27,1,0,3,292,280,12,4663414.54229,138242,283300,450,77,139,67.567568,11.561562,20.870871,34,38,87,420,5.872193,6.56304,15.025907,72.53886,4.10958904109589
"432600-2",201,432600,2,1186,610,1186,467,719,699,271,379,0,41,2,6,20,883,318,565,551,230,284,0,33,2,2,14,610,525,85,13091949.596855,38438,171700,600,600,152,44.378698,44.378698,11.242604,74,318,264,227,8.380521,36.01359,29.898075,25.707814,13.9344262295082
"432701-1",201,432701,1,2490,844,2490,2381,109,105,47,43,6,9,0,0,4,1838,1753,85,82,32,37,5,8,0,0,3,844,666,178,3770594.923878,18616,NA,247,2010,0,10.943731,89.056269,0,1029,279,123,0,71.907757,19.496855,8.595388,0,21.0900473933649
"432701-2",201,432701,2,2851,1032,2851,2594,257,254,89,142,1,21,0,1,3,2173,1985,188,188,66,103,0,18,0,1,0,1032,814,218,3558731.178112,21229,48800,328,2063,0,13.71811,86.28189,0,1116,298,59,115,70.277078,18.765743,3.715365,7.241814,21.1240310077519
"432701-3",201,432701,3,1380,713,1380,937,443,435,247,134,11,36,1,6,8,1013,635,378,371,205,119,9,34,1,3,7,713,537,176,5206629.520429,31462,122100,346,408,79,41.536615,48.979592,9.483794,323,42,74,246,47.153285,6.131387,10.80292,35.912409,24.6844319775596
"432702-1",201,432702,1,1493,876,1493,315,1178,1150,954,99,3,88,0,6,28,1294,266,1028,1005,831,94,3,73,0,4,23,876,810,66,5078695.075771,48698,313500,988,312,94,70.875179,22.381636,6.743185,26,180,394,589,2.186712,15.138772,33.13709,49.537426,7.53424657534247
"432702-2",201,432702,2,1891,661,1891,1478,413,406,231,92,0,77,1,5,7,1364,1002,362,357,204,78,0,71,1,3,5,661,635,26,7313813.310268,24013,110700,223,657,53,23.901393,70.418006,5.6806,314,151,114,163,42.318059,20.350404,15.363881,21.967655,3.93343419062027
"432801-1",201,432801,1,1581,917,1581,591,990,963,284,500,4,170,1,4,27,1188,401,787,766,240,371,0,151,1,3,21,917,713,204,20459799.247549,27279,98800,768,493,141,54.778887,35.164051,10.057061,188,206,193,356,19.936373,21.845175,20.466596,37.751856,22.2464558342421
"432801-2",201,432801,2,1800,855,1800,1025,775,764,169,499,5,84,0,7,11,1294,699,595,586,136,370,5,69,0,6,9,855,703,152,1983089.999824,25169,55000,487,724,255,33.219645,49.386085,17.39427,426,69,201,290,43.204868,6.997972,20.385396,29.411765,17.7777777777778
"432801-3",201,432801,3,1386,550,1386,812,574,553,136,256,3,148,0,10,21,955,536,419,407,102,171,3,123,0,8,12,550,461,89,1506282.267715,22872,108200,147,478,292,16.030534,52.126499,31.842966,185,164,204,136,26.850508,23.802612,29.608128,19.738752,16.1818181818182
"432802-1",201,432802,1,1574,656,1574,1307,267,261,60,181,3,17,0,0,6,1098,913,185,182,46,118,3,15,0,0,3,656,476,180,1249427.776004,31639,NA,310,1304,394,15.438247,64.940239,19.621514,638,100,150,125,62.981244,9.871668,14.807502,12.339585,27.4390243902439
"432802-2",201,432802,2,2344,1287,2344,1353,991,965,325,322,1,315,0,2,26,1770,888,882,863,314,254,1,293,0,1,19,1287,1045,242,3569888.494447,21065,33300,844,1010,190,41.291585,49.412916,9.295499,513,402,316,271,34.154461,26.764314,21.038615,18.04261,18.8034188034188
"432802-3",201,432802,3,1495,709,1495,1016,479,465,164,202,0,98,0,1,14,1125,708,417,405,154,162,0,88,0,1,12,709,572,137,889756.199484,31961,43100,170,919,143,13.798701,74.594156,11.607143,482,194,140,112,51.939655,20.905172,15.086207,12.068966,19.3229901269394
"432802-4",201,432802,4,203,143,203,74,129,122,31,52,1,30,1,7,7,168,56,112,107,30,45,1,27,1,3,5,143,100,43,8228204.001902,101250,NA,45,0,10,81.818182,0,18.181818,12,10,0,22,27.272727,22.727273,0,50,30.0699300699301
"432901-1",201,432901,1,2638,910,2638,2136,502,493,108,325,2,41,0,17,9,1770,1399,371,364,82,236,2,36,0,8,7,910,817,93,11211375.649393,35500,NA,120,2113,47,5.263158,92.675439,2.061403,1039,250,95,111,69.498328,16.722408,6.354515,7.424749,10.2197802197802
"432901-2",201,432901,2,846,304,846,460,386,377,228,45,0,102,0,2,9,651,313,338,332,205,32,0,93,0,2,6,304,292,12,4297185.707265,31190,141900,239,515,117,27.439724,59.12744,13.432836,57,136,161,213,10.05291,23.985891,28.395062,37.566138,3.94736842105263
"432902-1",201,432902,1,1333,944,1333,901,432,419,226,76,0,109,8,0,13,1016,666,350,342,187,55,0,93,7,0,8,944,457,487,4144306.418063,29000,166500,357,934,136,25.017519,65.451997,9.530484,383,186,120,194,43.374858,21.064553,13.590034,21.970555,51.5889830508475
"432902-2",201,432902,2,1999,967,1999,1379,620,607,90,381,4,131,0,1,13,1378,912,466,459,78,274,2,105,0,0,7,967,648,319,3276301.004626,27527,145200,241,891,334,16.439291,60.777626,22.783083,366,487,134,125,32.913669,43.794964,12.05036,11.241007,32.9886246122027
"432902-3",201,432902,3,1144,607,1144,193,951,938,282,163,1,488,4,0,13,951,135,816,805,250,125,1,426,3,0,11,607,544,63,8970886.10047,40625,73800,415,130,492,40.019286,12.536162,47.444552,64,163,314,408,6.743941,17.175975,33.08746,42.992624,10.3789126853377
"433001-1",201,433001,1,1061,429,1061,346,715,694,53,145,0,491,5,0,21,787,230,557,541,45,126,0,368,2,0,16,429,398,31,7372743.833261,13920,9999,378,149,42,66.432337,26.186292,7.381371,105,189,109,12,25.301205,45.542169,26.26506,2.891566,7.22610722610723
"433001-2",201,433001,2,1913,593,1913,1676,237,233,65,93,2,61,10,2,4,1352,1130,222,218,61,89,2,55,10,1,4,593,535,58,1839871.866148,24364,NA,981,1525,223,35.947233,55.881275,8.171491,1080,586,215,183,52.325581,28.391473,10.416667,8.866279,9.78077571669477
"433001-3",201,433001,3,2384,991,2384,1248,1136,1087,65,99,4,911,3,5,49,1599,872,727,688,54,72,1,555,3,3,39,991,729,262,4122503.307697,26927,NA,161,1150,399,9.415205,67.251462,23.333333,510,251,156,99,50.19685,24.704724,15.354331,9.744094,26.4379414732593
"433002-1",201,433002,1,1507,595,1507,742,765,759,20,55,5,679,0,0,6,1113,493,620,615,18,29,5,563,0,0,5,595,477,118,3228714.696645,24143,62200,82,345,551,8.384458,35.276074,56.339468,251,164,146,169,34.383562,22.465753,20,23.150685,19.8319327731092
"433002-2",201,433002,2,3352,1378,3352,2753,599,591,93,450,3,37,2,6,8,2442,1999,443,436,66,332,1,32,2,3,7,1378,1146,232,3695383.742835,26094,NA,479,1640,188,20.762896,71.087993,8.149111,688,439,280,256,41.371016,26.398076,16.837041,15.393866,16.8359941944848
"433003-1",201,433003,1,1908,880,1908,235,1673,1638,40,481,1,1115,0,1,35,1422,136,1286,1266,28,255,1,981,0,1,20,880,787,93,7830733.894023,13393,75900,260,335,1365,13.265306,17.091837,69.642857,459,310,167,178,41.202873,27.827648,14.991023,15.978456,10.5681818181818
"433003-2",201,433003,2,2923,1201,2923,1981,942,916,72,270,10,564,0,0,26,1976,1254,722,701,53,184,10,454,0,0,21,1201,970,231,2124443.765745,26493,21400,325,978,629,16.821946,50.621118,32.556936,626,391,69,55,54.864154,34.268186,6.047327,4.820333,19.2339716902581
"433100-1",201,433100,1,1850,592,1850,1102,748,727,38,653,3,19,0,14,21,1077,612,465,452,20,407,1,18,0,6,13,592,559,33,4966606.85358,30071,NA,482,519,126,42.768412,46.051464,11.180124,278,223,239,17,36.72391,29.458388,31.571995,2.245707,5.57432432432432
"433100-2",201,433100,2,1898,764,1898,1466,432,424,31,314,2,74,0,3,8,1181,850,331,326,28,225,2,69,0,2,5,764,550,214,4243975.628688,31365,59200,307,438,96,36.504162,52.080856,11.414982,212,116,129,45,42.231076,23.10757,25.697211,8.964143,28.0104712041885
"433201-1",201,433201,1,2156,899,2156,800,1356,1321,154,605,5,552,0,5,35,1552,498,1054,1025,141,407,3,473,0,1,29,899,795,104,3540253.693348,28110,113000,561,685,560,31.063123,37.929125,31.007752,395,304,325,274,30.431433,23.420647,25.038521,21.109399,11.5684093437152
"433201-2",201,433201,2,1620,670,1620,685,935,924,214,513,0,190,0,7,11,1173,466,707,701,200,346,0,152,0,3,6,670,621,49,2549233.33982,32010,90900,908,512,269,53.759621,30.313795,15.926584,344,361,280,205,28.907563,30.336134,23.529412,17.226891,7.3134328358209
"433201-3",201,433201,3,1342,521,1342,221,1121,1103,307,81,0,713,2,0,18,1121,169,952,941,287,57,0,595,2,0,11,521,476,45,5708282.845323,48438,142500,256,90,518,29.62963,10.416667,59.953704,143,156,116,304,19.888734,21.696801,16.133519,42.280946,8.63723608445298
"433202-1",201,433202,1,1576,579,1576,701,875,863,310,99,1,452,0,1,12,1187,467,720,715,273,62,1,379,0,0,5,579,519,60,5043891.117141,46875,135700,668,663,358,39.55003,39.253996,21.195974,545,131,209,325,45.041322,10.826446,17.272727,26.859504,10.3626943005181
"433202-2",201,433202,2,2760,831,2760,1731,1029,1001,329,198,3,464,0,7,28,1872,1060,812,794,294,132,2,365,0,1,18,831,763,68,7332591.670363,30474,117800,495,795,154,34.279778,55.055402,10.66482,462,72,235,229,46.292585,7.214429,23.547094,22.945892,8.18291215403129
"433300-1",201,433300,1,1973,657,1973,837,1136,1098,537,150,0,408,0,3,38,1502,567,935,917,478,97,0,339,0,3,18,657,628,29,10216803.480014,50625,136000,564,580,617,32.027257,32.935832,35.036911,410,138,333,365,32.905297,11.075441,26.725522,29.29374,4.41400304414003
"433300-2",201,433300,2,1747,623,1747,704,1043,1028,656,83,0,287,0,2,15,1355,478,877,871,562,65,0,242,0,2,6,623,594,29,7753255.605077,55795,132100,946,710,262,49.322211,37.017727,13.660063,288,336,280,371,22.588235,26.352941,21.960784,29.098039,4.65489566613162
"433300-3",201,433300,3,1476,522,1476,511,965,953,520,101,2,326,1,3,12,1209,367,842,834,480,78,2,272,1,1,8,522,495,27,8098970.570857,62283,137600,660,461,205,49.773756,34.766214,15.46003,223,190,250,292,23.350785,19.895288,26.17801,30.575916,5.17241379310345
"433400-1",201,433400,1,3021,1283,3021,1910,1111,1083,251,634,2,192,0,4,28,2216,1337,879,863,216,476,1,166,0,4,16,1283,1162,121,3451403.876382,22512,116100,866,1283,401,33.960784,50.313725,15.72549,747,350,447,205,42.71012,20.011435,25.557461,11.720983,9.43102104442712
"433400-2",201,433400,2,1385,571,1385,601,784,761,218,348,1,188,0,6,23,1055,416,639,628,201,258,1,165,0,3,11,571,530,41,14624831.733207,32105,77600,459,330,177,47.515528,34.161491,18.322981,136,242,213,203,17.128463,30.478589,26.826196,25.566751,7.18038528896673
"433501-1",201,433501,1,2216,702,2216,1504,712,696,39,636,0,17,0,4,16,1469,1050,419,412,29,367,0,14,0,2,7,702,673,29,3393246.222416,21475,NA,529,1545,26,25.190476,73.571429,1.238095,737,239,51,55,68.114603,22.088725,4.713494,5.083179,4.13105413105413
"433501-2",201,433501,2,2738,828,2738,2535,203,199,65,110,1,21,0,2,4,1838,1692,146,145,43,85,1,16,0,0,1,828,771,57,7707901.066167,22672,12500,94,1889,70,4.578665,92.01169,3.409644,830,192,90,43,71.861472,16.623377,7.792208,3.722944,6.88405797101449
"433501-3",201,433501,3,1207,574,1207,746,461,459,46,395,0,18,0,0,2,845,484,361,360,41,302,0,17,0,0,1,574,480,94,2350446.572189,28992,24300,492,241,58,62.199747,30.467762,7.332491,44,75,182,103,10.891089,18.564356,45.049505,25.49505,16.3763066202091
"433502-1",201,433502,1,1917,872,1917,1198,719,710,48,538,0,120,0,4,9,1324,785,539,535,42,390,0,101,0,2,4,872,726,146,3093816.278998,25276,NA,717,670,82,48.808713,45.609258,5.582029,285,224,134,180,34.629405,27.217497,16.281896,21.871203,16.743119266055
"433502-2",201,433502,2,733,472,733,511,222,212,22,188,0,0,0,2,10,476,318,158,153,19,133,0,0,0,1,5,472,266,206,2073553.380887,23750,NA,179,409,0,30.442177,69.557823,0,157,93,37,0,54.703833,32.404181,12.891986,0,43.6440677966102
"433502-3",201,433502,3,2414,922,2414,1977,437,430,41,166,2,218,0,3,7,1597,1277,320,317,36,115,2,163,0,1,3,922,739,183,2084601.972473,21576,108200,530,1494,283,22.973559,64.759428,12.267013,794,196,238,150,57.619739,14.223512,17.271408,10.885341,19.8481561822126
"433502-4",201,433502,4,2052,849,2052,1777,275,264,30,190,1,42,0,1,11,1335,1136,199,192,14,143,1,33,0,1,7,849,684,165,1394011.914079,17157,NA,248,682,42,25.514403,70.164609,4.320988,322,256,38,14,51.111111,40.634921,6.031746,2.222222,19.434628975265
"433600-1",201,433600,1,1484,910,1484,563,921,907,78,765,2,59,0,3,14,1045,373,672,664,68,537,1,55,0,3,8,910,644,266,1442327.737875,20202,24500,316,328,97,42.645074,44.264507,13.090418,202,122,101,108,37.898687,22.889306,18.949343,20.262664,29.2307692307692
"433600-2",201,433600,2,661,328,661,490,171,166,27,118,0,20,0,1,5,442,308,134,132,27,85,0,19,0,1,2,328,235,93,5475101.675545,17235,NA,61,230,54,17.681159,66.666667,15.652174,190,70,0,0,73.076923,26.923077,0,0,28.3536585365854
"433600-3",201,433600,3,1400,681,1400,397,1003,975,56,708,0,210,0,1,28,976,252,724,704,47,486,0,171,0,0,20,681,529,152,6222362.20898,26649,NA,738,152,500,53.093525,10.935252,35.971223,169,203,299,145,20.710784,24.877451,36.642157,17.769608,22.3201174743025
"433600-4",201,433600,4,1736,972,1736,600,1136,1124,65,1012,10,33,0,4,12,1158,381,777,768,59,671,6,28,0,4,9,972,658,314,2295551.386325,12398,NA,450,816,38,34.509202,62.576687,2.91411,287,266,267,59,32.650739,30.261661,30.375427,6.712173,32.3045267489712
"440100-1",201,440100,1,1365,533,1365,1224,141,135,41,65,0,24,4,1,6,1041,922,119,114,37,51,0,22,4,0,5,533,403,130,11680824.371818,22676,168000,154,1201,18,11.216315,87.472688,1.310998,545,390,17,20,56.069959,40.123457,1.748971,2.057613,24.390243902439
"440100-2",201,440100,2,2049,748,2049,680,1369,1335,609,559,5,158,0,4,34,1541,463,1078,1052,519,391,5,136,0,1,26,748,723,25,12036968.743049,67083,120500,1492,592,175,66.046923,26.206286,7.746791,267,218,553,604,16.260658,13.276492,33.678441,36.784409,3.34224598930481
"440100-3",201,440100,3,126,42,126,34,92,90,25,47,0,18,0,0,2,99,27,72,70,20,33,0,17,0,0,2,42,41,1,1704154.234798,78438,161800,1060,223,565,57.359307,12.0671,30.573593,133,35,265,705,11.68717,3.075571,23.286467,61.950791,2.38095238095238
"440100-4",201,440100,4,502,319,502,445,57,54,8,43,1,2,0,0,3,376,337,39,36,8,25,1,2,0,0,3,319,176,143,4579336.332897,28272,NA,13,172,0,7.027027,92.972973,0,69,0,13,0,84.146341,0,15.853659,0,44.8275862068966
"450100-1",201,450100,1,1756,780,1756,168,1588,1559,1295,22,0,239,2,1,29,1267,110,1157,1145,977,13,0,154,1,0,12,780,730,50,8791525.058523,68438,159600,1061,141,281,71.544167,9.507755,18.948078,14,125,278,693,1.261261,11.261261,25.045045,62.432432,6.41025641025641
"450200-1",201,450200,1,1827,690,1827,109,1718,1697,1584,8,0,104,1,0,21,1242,63,1179,1173,1084,4,0,84,1,0,6,690,631,59,11419499.366177,136719,373200,1484,16,134,90.820073,0.979192,8.200734,10,54,161,1006,0.812348,4.386677,13.078798,81.722177,8.55072463768116
"450200-2",201,450200,2,1880,647,1880,120,1760,1742,1433,6,7,290,0,6,18,1229,70,1159,1151,975,4,3,167,0,2,8,647,632,15,8225450.717916,145000,436900,1172,244,221,71.59438,14.905315,13.500305,34,37,151,860,3.142329,3.419593,13.955638,79.48244,2.31839258114374
"450200-3",201,450200,3,1165,470,1165,77,1088,1063,952,35,1,74,0,1,25,846,56,790,775,684,34,1,55,0,1,15,470,435,35,8398311.566413,106823,278800,947,43,192,80.118443,3.637902,16.243655,15,162,186,532,1.675978,18.100559,20.782123,59.441341,7.4468085106383
"450300-1",201,450300,1,2362,979,2362,798,1564,1481,779,416,13,267,0,6,83,1635,484,1151,1098,649,242,4,199,0,4,53,979,860,119,10514071.579758,47917,111400,1638,283,181,77.925785,13.463368,8.610847,77,210,569,592,5.31768,14.502762,39.29558,40.883978,12.1552604698672
"450300-2",201,450300,2,2321,953,2321,665,1656,1619,812,641,8,150,1,7,37,1611,405,1206,1181,687,356,6,127,1,4,25,953,814,139,6478958.832175,77276,126300,1135,788,336,50.243471,34.882691,14.873838,68,253,353,791,4.641638,17.269625,24.095563,53.993174,14.585519412382
"450300-3",201,450300,3,663,283,663,71,592,584,500,4,0,80,0,0,8,506,51,455,451,382,3,0,66,0,0,4,283,271,12,3035082.545052,83448,210100,371,40,210,59.742351,6.441224,33.816425,31,35,140,342,5.656934,6.386861,25.547445,62.408759,4.24028268551237
"450300-4",201,450300,4,1678,832,1678,445,1233,1163,641,288,3,227,1,3,70,1248,290,958,915,542,197,3,171,1,1,43,832,706,126,7028808.525318,63813,117700,840,542,605,42.274786,27.277302,30.447911,83,329,364,588,6.085044,24.120235,26.686217,43.108504,15.1442307692308
"450400-1",201,450400,1,2422,1356,2422,424,1998,1940,1397,248,5,281,2,7,58,1979,303,1676,1639,1200,194,5,233,2,5,37,1356,1224,132,15781227.769877,63867,202500,1443,336,422,65.561109,15.265788,19.173103,30,71,432,1068,1.873829,4.434728,26.983136,66.708307,9.73451327433628
"450400-2",201,450400,2,1001,437,1001,204,797,761,483,203,0,70,0,5,36,730,134,596,573,387,131,0,53,0,2,23,437,364,73,1898736.149192,56576,117500,885,44,93,86.594912,4.305284,9.099804,94,91,202,220,15.485997,14.991763,33.278418,36.243822,16.7048054919908
"450400-3",201,450400,3,1080,566,1080,383,697,674,397,160,3,95,0,19,23,809,261,548,534,335,112,3,72,0,12,14,566,453,113,2761875.914286,76111,109300,424,259,179,49.187935,30.046404,20.765661,110,96,184,221,18.003273,15.711948,30.114566,36.170213,19.9646643109541
"450500-1",201,450500,1,1299,560,1299,85,1214,1195,1062,16,0,116,0,1,19,1073,56,1017,1000,892,11,0,96,0,1,17,560,541,19,18384294.938153,164531,297100,892,153,210,71.075697,12.191235,16.733068,15,122,158,797,1.373626,11.172161,14.468864,72.985348,3.39285714285714
"450500-2",201,450500,2,1642,708,1642,163,1479,1452,1224,42,1,181,0,4,27,1353,119,1234,1215,1028,31,1,151,0,4,19,708,683,25,12525571.08284,99107,337200,1275,58,229,81.62612,3.713188,14.660691,23,91,309,924,1.707498,6.755754,22.939866,68.596882,3.53107344632768
"450600-1",201,450600,1,909,341,909,57,852,845,815,2,1,27,0,0,7,673,37,636,633,606,2,1,24,0,0,3,341,334,7,5861180.008085,165268,355000,661,63,80,82.21393,7.835821,9.950249,0,47,101,449,0,7.872697,16.917923,75.20938,2.05278592375367
"450600-2",201,450600,2,1690,628,1690,516,1174,1145,860,184,3,98,0,0,29,1196,316,880,868,660,127,3,78,0,0,12,628,600,28,5823011.464311,102708,323200,960,464,69,64.300067,31.078366,4.621567,39,171,148,544,4.323725,18.957871,16.407982,60.310421,4.45859872611465
"450600-3",201,450600,3,1711,964,1711,265,1446,1401,1088,128,2,173,0,10,45,1381,200,1181,1152,919,81,1,144,0,7,29,964,852,112,8621620.244794,60250,232100,1168,64,224,80.21978,4.395604,15.384615,13,153,238,700,1.177536,13.858696,21.557971,63.405797,11.6182572614108
"450700-1",201,450700,1,1310,523,1310,119,1191,1163,1073,14,0,76,0,0,28,975,89,886,873,806,10,0,57,0,0,13,523,499,24,5835665.733161,118750,313900,993,0,149,86.952715,0,13.047285,13,7,120,679,1.587302,0.854701,14.652015,82.905983,4.58891013384321
"450700-2",201,450700,2,2654,932,2654,121,2533,2503,2337,1,3,160,2,0,30,1860,80,1780,1769,1653,1,3,110,2,0,11,932,906,26,20347828.04149,151078,399300,2505,22,303,88.515901,0.777385,10.706714,14,128,258,1574,0.70922,6.484296,13.069909,79.736575,2.78969957081545
"450700-3",201,450700,3,2497,886,2497,122,2375,2337,2236,5,3,90,0,3,38,1793,79,1714,1697,1621,3,2,68,0,3,17,886,865,21,21592359.546891,212679,453900,1963,151,113,88.145487,6.780422,5.074091,0,96,247,1225,0,6.122449,15.752551,78.125,2.37020316027088
"450801-1",201,450801,1,788,489,788,97,691,683,548,52,1,82,0,0,8,704,87,617,610,489,45,1,75,0,0,7,489,437,52,7847177.151661,71439,243400,773,40,151,80.186722,4.149378,15.6639,100,26,214,465,12.42236,3.229814,26.583851,57.763975,10.6339468302658
